side,hex1,hex2,p,q,h,v,az_deg_left_positive,az_deg_ipsi,el_deg,dir_front,dir_left,dir_up,source,n_fit,zhao_right_lens_row,zhao_p,zhao_q,col_type,col_type_basis,marker_evidence,R7R8_bodyIds,reiser_OL_v1_column_type,pin_distal_x,pin_distal_y,pin_distal_z,pin_proximal_x,pin_proximal_y,pin_proximal_z,pin_dir_az_left_deg,pin_dir_el_deg,lamina_centroid_x,lamina_centroid_y,lamina_centroid_z
L,17,14,-5,-1,3,-6,42.89,42.89,-6.96,0.72722,0.67561,-0.1212,zhao_uCT_match,1,261,-6.0,-2.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 2, ""Tm5b"": 1}",R7_unclear:118693190;R8_unclear:311820,,86263.0,39310.0,29813.0,79196.0,36973.0,35256.0,52.4,-14.7,,,
L,17,15,-4,-1,2,-5,46.81,46.81,-5.06,0.6818,0.7262,-0.08823,zhao_uCT_match,1,282,-5.0,-2.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:200000413;R8p:213204317,,85998.0,38557.0,29248.0,79074.0,36455.0,34818.0,51.2,-13.3,,,
L,17,16,-3,-1,1,-4,50.41,50.41,-3.24,0.63624,0.76942,-0.05645,zhao_uCT_match,1,305,-4.0,-2.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 2}",R7p:302317;R8p:298798,,85800.0,37626.0,28793.0,79014.0,35803.0,34396.0,50.5,-11.7,,,
L,17,17,-2,-1,0,-3,53.9,53.9,-1.14,0.58911,0.80781,-0.01996,zhao_uCT_match,1,327,-3.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:326968;R7y:407846,,85517.0,36653.0,28337.0,79007.0,35155.0,34118.0,48.4,-9.8,,,
L,17,18,-1,-1,-1,-2,57.59,57.59,0.45,0.53593,0.84422,0.00787,zhao_uCT_match,1,349,-2.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1}",R8y:219132;R7y:256317,,85181.0,35798.0,27882.0,78693.0,34545.0,33750.0,47.9,-8.2,,,
L,17,19,0,-1,-2,-1,61.4,61.4,2.04,0.47842,0.87741,0.03556,zhao_uCT_match,1,374,-1.0,-2.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R7p:257997;R8p:197503,,84771.0,34923.0,27444.0,78886.0,33821.0,33519.0,44.1,-7.4,,,
L,17,20,1,-1,-3,0,65.45,65.45,3.48,0.41475,0.90791,0.06068,zhao_uCT_match,1,397,0.0,-2.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:233758;R8_unclear:190066,,84250.0,33995.0,26907.0,78695.0,33255.0,33013.0,42.3,-5.1,,,
L,17,21,2,-1,-4,1,70.03,70.03,4.15,0.34056,0.93743,0.07242,zhao_uCT_match,1,419,1.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:211421;R7y:223878,,83768.0,33149.0,26468.0,78617.0,32581.0,32756.0,39.3,-4.0,,,
L,17,22,3,-1,-5,2,74.58,74.58,5.58,0.26471,0.95941,0.09726,zhao_uCT_match,1,444,2.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:175694;R7y:210576,,83402.0,32369.0,26224.0,78584.0,32035.0,32620.0,37.0,-2.4,,,
L,17,23,4,-1,-6,3,79.28,79.28,7.33,0.18442,0.97453,0.1276,zhao_uCT_match,1,468,3.0,-2.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:210590;R8p:259241,,82816.0,31291.0,25831.0,78340.0,31111.0,32260.0,34.8,-1.3,,,
L,17,24,5,-1,-7,4,84.26,84.26,8.71,0.0988,0.98353,0.15138,zhao_uCT_match,1,492,4.0,-2.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:210652;R8_unclear:198852,,82226.0,30576.0,25374.0,78048.0,30600.0,31906.0,32.6,0.2,,,
L,17,25,6,-1,-8,5,89.23,89.23,10.28,0.01322,0.98387,0.17842,zhao_uCT_match,1,514,5.0,-2.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:150748;R8p:182960,,81726.0,29720.0,25111.0,77908.0,29938.0,31657.0,30.3,1.6,88270,31253,25771
L,17,26,7,-1,-9,6,94.37,94.37,12.1,-0.07444,0.97496,0.20956,zhao_uCT_match,1,534,6.0,-2.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:930274;R8_unclear:560252,,81136.0,28880.0,24781.0,77738.0,29253.0,31383.0,27.2,2.9,88833,30750,26025
L,17,27,8,-1,-10,7,99.83,99.83,14.5,-0.16529,0.95394,0.25036,zhao_uCT_match,1,558,7.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:241133;R7y:241322,,80534.0,28182.0,24482.0,77414.0,28750.0,31084.0,25.3,4.4,,,
L,17,28,9,-1,-11,8,105.18,105.18,16.45,-0.25119,0.92558,0.28321,zhao_uCT_match,1,578,8.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:197435;R7y:178007,,79925.0,27308.0,24192.0,77068.0,27923.0,30709.0,23.7,4.9,,,
L,17,29,10,-1,-12,9,110.58,110.58,18.05,-0.3342,0.89009,0.30992,zhao_uCT_match,1,597,9.0,-2.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:275947;R8p:189982,,79260.0,26689.0,23861.0,76520.0,27510.0,30350.0,22.9,6.6,88759,28224,27193
L,17,30,11,-1,-13,10,117.5,117.5,19.56,-0.43505,0.83582,0.33487,zhao_uCT_match,1,618,10.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:189379;R7y:561509,,78711.0,25841.0,23731.0,76131.0,26714.0,30064.0,22.2,7.3,89118,27271,27823
L,17,31,12,-1,-14,11,124.94,124.94,20.4,-0.53684,0.76834,0.34851,zhao_uCT_match,1,632,11.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1}",R8y:560623;R7y:218638,,78133.0,24895.0,23643.0,75566.0,25906.0,29905.0,22.3,8.5,89468,26583,28428
L,17,32,13,-1,-15,12,132.3,132.3,20.44,-0.63064,0.69309,0.34916,zhao_uCT_match,1,645,12.0,-2.0,unclear,,"{""Dm8b"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R7_unclear:209607;R8_unclear:929394,,77451.0,24203.0,23541.0,74911.0,25273.0,29737.0,22.3,9.1,89751,26030,29006
L,17,33,14,-1,-16,13,141.29,141.29,18.94,-0.73809,0.59148,0.32462,zhao_uCT_match,1,653,13.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:929757;R7y:147975,,76362.0,23411.0,23500.0,73849.0,24615.0,29681.0,22.1,10.2,90075,25544,29643
L,18,4,-15,0,14,-15,-7.89,-7.89,-23.31,0.90971,-0.12608,-0.39565,zhao_uCT_match,1,90,-16.0,-1.0,unclear,,{},,,85336.0,45745.0,36121.0,79353.0,42078.0,40304.0,55.0,-26.7,,,
L,18,5,-14,0,13,-14,-0.94,-0.94,-21.4,0.93094,-0.01525,-0.36486,zhao_uCT_match,1,103,-15.0,-1.0,unclear,,"{""Dm8b"": 1, ""Tm5a"": 1, ""Tm5b"": 2}",,,85926.0,45063.0,35561.0,79876.0,41429.0,39779.0,55.1,-26.2,,,
L,18,6,-13,0,12,-13,4.41,4.41,-19.76,0.93836,0.07236,-0.338,zhao_uCT_match,1,115,-14.0,-1.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1, ""Tm5a"": 1}",,,86190.0,44600.0,34964.0,79853.0,41013.0,39239.0,56.0,-25.1,,,
L,18,7,-12,0,11,-12,9.5,9.5,-18.02,0.93791,0.15694,-0.30936,zhao_uCT_match,1,129,-13.0,-1.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R8_unclear:158048,,86542.0,43842.0,34202.0,79980.0,40403.0,38641.0,55.9,-23.5,,,
L,18,8,-11,0,10,-11,14.37,14.37,-15.81,0.93207,0.23873,-0.27248,zhao_uCT_match,1,144,-12.0,-1.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R8_unclear:939901,,86708.0,43168.0,33542.0,79946.0,39882.0,38118.0,55.9,-21.9,,,
L,18,9,-10,0,9,-10,18.7,18.7,-13.53,0.92092,0.31168,-0.234,zhao_uCT_match,1,165,-11.0,-1.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",,,86967.0,42347.0,33034.0,80069.0,39116.0,37730.0,55.8,-21.2,,,
L,18,10,-9,0,8,-9,23.22,23.22,-11.82,0.8995,0.38595,-0.2048,zhao_uCT_match,1,184,-10.0,-1.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",,,87001.0,41653.0,32430.0,79996.0,38565.0,37290.0,55.2,-19.9,,,
L,18,11,-8,0,7,-8,27.52,27.52,-10.16,0.87298,0.45474,-0.17637,zhao_uCT_match,1,203,-9.0,-1.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",,,87037.0,41054.0,31910.0,79991.0,38172.0,36835.0,55.0,-18.5,,,
L,18,12,-7,0,6,-7,31.71,31.71,-8.27,0.84185,0.52022,-0.14376,zhao_uCT_match,1,225,-8.0,-1.0,unclear,,"{""Dm8b"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",,,87062.0,40355.0,31417.0,79995.0,37622.0,36396.0,54.8,-17.5,,,
L,18,13,-6,0,5,-6,35.65,35.65,-6.45,0.80739,0.57921,-0.11241,zhao_uCT_match,1,248,-7.0,-1.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",,,87056.0,39383.0,30866.0,79966.0,36920.0,35983.0,54.2,-15.7,85898,39543,23331
L,18,14,-5,0,4,-5,39.04,39.04,-4.6,0.77415,0.62789,-0.08025,zhao_uCT_match,1,270,-6.0,-1.0,unclear,,"{""Dm8b"": 1, ""Tm5a"": 1}",,,86971.0,38575.0,30358.0,79867.0,36238.0,35589.0,53.6,-14.8,,,
L,18,15,-4,0,3,-4,42.44,42.44,-2.57,0.7372,0.67418,-0.04486,zhao_uCT_match,1,293,-5.0,-1.0,unclear,,"{""Dm8a"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",,,86779.0,37759.0,29794.0,79689.0,35778.0,35187.0,52.7,-12.5,,,
L,18,16,-3,0,2,-3,46.24,46.24,-0.7,0.69153,0.72224,-0.01216,zhao_uCT_match,1,315,-4.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:392816;R7y:276531,,86589.0,36953.0,29374.0,79532.0,35228.0,34816.0,52.4,-11.0,86812,37734,23262
L,18,17,-2,0,1,-2,49.83,49.83,1.11,0.64497,0.76397,0.01933,zhao_uCT_match,1,338,-3.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:289085;R7y:253956104,,86313.0,36064.0,28938.0,79389.0,34605.0,34508.0,51.2,-9.3,,,
L,18,18,-1,0,0,-1,53.63,53.63,2.53,0.59242,0.80442,0.04416,zhao_uCT_match,1,361,-2.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:312938;R7y:238959,,86148.0,34889.0,28625.0,79445.0,33759.0,34231.0,50.1,-7.4,87204,36141,23823
L,18,19,0,0,-1,0,57.48,57.48,3.8,0.53646,0.84133,0.06623,zhao_uCT_match,1,384,-1.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:372067;R7y:287830,,85570.0,34173.0,28015.0,79082.0,33287.0,33882.0,47.9,-5.8,,,
L,18,20,1,0,-2,1,61.46,61.46,4.86,0.47601,0.87535,0.08474,zhao_uCT_match,1,408,0.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:218423;R7y:268640,,85074.0,33312.0,27614.0,79189.0,32708.0,33584.0,44.6,-4.1,,,
L,18,21,2,0,-3,2,65.64,65.64,6.06,0.41023,0.90585,0.10556,zhao_uCT_match,1,431,1.0,-1.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:253460;R8_unclear:246572,,84608.0,32618.0,27172.0,79053.0,32121.0,33248.0,42.4,-3.5,,,
L,18,22,3,0,-4,3,70.28,70.28,7.43,0.33464,0.93342,0.1294,zhao_uCT_match,1,455,2.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:238411;R7y:223079,,84110.0,31739.0,26799.0,78958.0,31560.0,32904.0,40.2,-1.3,,,
L,18,23,4,0,-5,4,75.09,75.09,9.63,0.25375,0.95271,0.1672,zhao_uCT_match,1,480,3.0,-1.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:224548;R8_unclear:216744,,83643.0,30811.0,26505.0,78825.0,30834.0,32616.0,38.3,0.2,,,
L,18,24,5,0,-6,5,79.92,79.92,11.36,0.17162,0.96528,0.19691,zhao_uCT_match,1,503,4.0,-1.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:235171;R8p:242206,,83023.0,29980.0,26114.0,78546.0,30198.0,32385.0,35.5,1.6,,,
L,18,25,6,0,-7,6,85.13,85.13,12.76,0.08285,0.97179,0.22083,zhao_uCT_match,1,526,5.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:219749;R7y:147021,,82422.0,29166.0,25716.0,78362.0,29534.0,32112.0,32.4,2.8,,,
L,18,26,7,0,-8,7,90.49,90.49,14.55,-0.0082,0.96791,0.25115,zhao_uCT_match,1,547,6.0,-1.0,unclear,,{},R7_unclear:158643;R8_unclear:187202,,81717.0,28416.0,25340.0,77971.0,28984.0,31771.0,30.2,4.4,,,
L,18,27,8,0,-9,8,95.64,95.64,16.91,-0.09403,0.95211,0.29093,zhao_uCT_match,1,572,7.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:183239;R7y:154168,,81101.0,27506.0,25016.0,77703.0,28192.0,31447.0,27.9,5.4,,,
L,18,28,9,0,-10,9,101.39,101.39,19.03,-0.18665,0.92676,0.32601,zhao_uCT_match,1,592,8.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1}",R8y:207543;R7y:175249,,80503.0,26683.0,24768.0,77383.0,27532.0,31199.0,25.9,6.8,,,
L,18,29,10,0,-11,10,107.04,107.04,20.88,-0.27378,0.89333,0.35638,zhao_uCT_match,1,611,9.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:168127;R7y:205753,,79873.0,25961.0,24450.0,77016.0,26925.0,30775.0,24.3,7.9,89075,27434,27297
L,18,30,11,0,-12,11,113.03,113.03,22.79,-0.3606,0.84849,0.38735,zhao_uCT_match,1,631,10.0,-1.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:118906;R8p:190355,,79239.0,25267.0,24151.0,76447.0,26278.0,30413.0,24.0,8.4,88951,26715,27617
L,18,31,12,0,-13,12,120.17,120.17,23.99,-0.4592,0.78985,0.40652,zhao_uCT_match,1,648,11.0,-1.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:160040;R8_unclear:189604,,78687.0,24404.0,24024.0,75966.0,25608.0,30205.0,23.8,10.1,89047,26054,28137
L,18,32,13,0,-14,13,127.94,127.94,24.58,-0.55915,0.71721,0.41589,zhao_uCT_match,1,661,12.0,-1.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:210673;R8_unclear:219689,,77980.0,23377.0,23995.0,75288.0,24733.0,30146.0,23.6,11.4,89938,25449,28880
L,18,33,14,0,-15,14,135.73,135.73,23.91,-0.65463,0.63815,0.40524,zhao_uCT_match,1,671,13.0,-1.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:183486;R8p:199480,,77054.0,22758.0,23843.0,74362.0,24243.0,29941.0,23.8,12.6,89796,24852,29658
L,18,34,15,0,-16,15,144.35,144.35,22.41,-0.75118,0.53886,0.38126,zhao_uCT_match,1,674,14.0,-1.0,DRA,R7d/R8d,"{""R7d"": 1, ""R8d"": 1, ""Dm-DRA1"": 1, ""Dm-DRA2"": 1, ""MeTu2a"": 2}",R7d:543527;R8d:543525,,75763.0,22049.0,24046.0,73128.0,23670.0,30111.0,23.5,13.8,90026,24719,30245
L,19,4,-15,1,15,-14,-10.41,-10.41,-20.83,0.91923,-0.16893,-0.35563,extrapolated_local_linear,18,-1,,,unclear,,{},,,85752.0,45227.0,36927.0,79766.0,41638.0,41008.0,55.7,-26.4,,,
L,19,5,-14,1,14,-13,-5.04,-5.04,-18.29,0.94579,-0.08346,-0.31388,zhao_uCT_match,1,116,-15.0,0.0,unclear,,{},,,86310.0,44611.0,36356.0,80226.0,41144.0,40457.0,56.0,-25.3,,,
L,19,6,-13,1,13,-12,0.9,0.9,-17.41,0.95406,0.015,-0.29925,zhao_uCT_match,1,125,-14.0,0.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1, ""Tm5a"": 1}",,,86850.0,43890.0,35648.0,80544.0,40481.0,39784.0,56.7,-24.3,,,
L,19,7,-12,1,12,-11,5.98,5.98,-15.53,0.95824,0.10042,-0.26774,zhao_uCT_match,1,141,-13.0,0.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",,,87092.0,43322.0,34883.0,80699.0,40056.0,39154.0,56.3,-23.0,,,
L,19,8,-11,1,11,-10,10.93,10.93,-13.59,0.95437,0.1843,-0.23498,zhao_uCT_match,1,158,-12.0,0.0,unclear,,"{""Dm8a"": 1, ""Dm8b"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",,,87204.0,42800.0,34156.0,80601.0,39635.0,38607.0,56.0,-21.7,,,
L,19,9,-10,1,10,-9,15.3,15.3,-11.4,0.94553,0.25864,-0.19767,zhao_uCT_match,1,176,-11.0,0.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",,,87512.0,41890.0,33723.0,80654.0,38854.0,38275.0,56.4,-20.2,,,
L,19,10,-9,1,9,-8,19.57,19.57,-9.23,0.93005,0.33057,-0.1604,zhao_uCT_match,1,194,-10.0,0.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1, ""Tm5a"": 1}",,,87603.0,41131.0,33083.0,80598.0,38163.0,37769.0,56.2,-19.4,,,
L,19,11,-8,1,8,-7,23.51,23.51,-7.44,0.90928,0.39554,-0.12943,zhao_uCT_match,1,215,-9.0,0.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1}",,,87616.0,40513.0,32471.0,80571.0,37766.0,37246.0,55.9,-17.9,,,
L,19,12,-7,1,7,-6,27.54,27.54,-5.79,0.88213,0.46008,-0.10084,zhao_uCT_match,1,236,-8.0,0.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",,,87676.0,39628.0,31933.0,80585.0,37034.0,36857.0,55.2,-16.7,,,
L,19,13,-6,1,6,-5,31.84,31.84,-4.08,0.8474,0.52616,-0.07117,zhao_uCT_match,1,259,-7.0,0.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1, ""Tm5a"": 1}",,,87649.0,38793.0,31421.0,80493.0,36455.0,36399.0,55.2,-15.0,85556,38955,23232
L,19,14,-5,1,5,-4,35.61,35.61,-2.35,0.81229,0.58182,-0.04094,zhao_uCT_match,1,281,-6.0,0.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1, ""Tm5a"": 1}",,,87595.0,37990.0,30936.0,80411.0,35887.0,35999.0,54.8,-13.5,85870,38280,23246
L,19,15,-4,1,4,-3,38.93,38.93,-0.31,0.77793,0.62833,-0.00539,zhao_uCT_match,1,302,-5.0,0.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1, ""Tm5a"": 1}",,,87445.0,37094.0,30472.0,80261.0,35272.0,35591.0,54.5,-11.7,86161,37482,23283
L,19,16,-3,1,3,-2,42.25,42.25,1.63,0.73992,0.6721,0.02845,zhao_uCT_match,1,326,-4.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:109685312;R7y:252276,,87191.0,36277.0,29931.0,80044.0,34779.0,35208.0,53.6,-9.6,86474,36811,23073
L,19,17,-2,1,2,-1,45.85,45.85,3.17,0.69545,0.71644,0.05537,zhao_uCT_match,1,348,-3.0,0.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:277902;R8_unclear:407498,,86990.0,35277.0,29529.0,79933.0,34070.0,34923.0,52.6,-7.7,86921,36092,23127
L,19,18,-1,1,1,0,49.7,49.7,4.25,0.64494,0.76062,0.07414,zhao_uCT_match,1,371,-2.0,0.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:282924;R8p:1035284341,,86729.0,34287.0,29160.0,79805.0,33379.0,34603.0,51.8,-5.9,87122,35248,23332
L,19,19,0,1,0,1,53.57,53.57,5.33,0.5913,0.80109,0.09287,zhao_uCT_match,1,394,-1.0,0.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:287401;R8p:284030,,86308.0,33509.0,28705.0,79605.0,32769.0,34275.0,50.3,-4.9,87209,34647,23745
L,19,20,1,1,-1,2,57.45,57.45,6.76,0.53428,0.83706,0.11777,zhao_uCT_match,1,418,0.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R8y:373411;R7y:266965,,85850.0,32592.0,28254.0,79560.0,32095.0,34020.0,47.5,-3.3,,,
L,19,21,2,1,-2,3,61.65,61.65,8.31,0.4699,0.87081,0.14451,zhao_uCT_match,1,443,1.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:285358;R7y:226271,,85318.0,31708.0,27804.0,79433.0,31374.0,33671.0,45.1,-2.3,,,
L,19,22,3,1,-3,4,66.38,66.38,9.66,0.39501,0.90322,0.16779,zhao_uCT_match,1,466,2.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1}",R8y:271938;R7y:179650,,84745.0,30855.0,27415.0,79203.0,30782.0,33382.0,42.9,-0.5,,,
L,19,23,4,1,-4,5,71.17,71.17,11.49,0.31636,0.92748,0.19924,zhao_uCT_match,1,491,3.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:524574;R7y:230257,,84254.0,30046.0,27071.0,79141.0,30264.0,33094.0,40.3,1.6,,,
L,19,24,5,1,-5,6,75.83,75.83,13.72,0.23777,0.94192,0.23719,zhao_uCT_match,1,515,4.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:375903649;R7y:527276,,83595.0,29392.0,26676.0,78777.0,29760.0,32712.0,38.6,2.7,,,
L,19,25,6,1,-6,7,80.77,80.77,15.35,0.15472,0.95182,0.26475,zhao_uCT_match,1,539,5.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:232609;R7y:128682,,83087.0,28419.0,26389.0,78648.0,28988.0,32494.0,36.0,4.3,,,
L,19,26,7,1,-7,8,86.21,86.21,17.19,0.06312,0.95326,0.2955,zhao_uCT_match,1,560,6.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:188820;R7y:545250,,82161.0,27704.0,25799.0,78189.0,28391.0,31953.0,32.8,5.4,,,
L,19,27,8,1,-8,9,91.41,91.41,19.88,-0.02315,0.94012,0.34006,zhao_uCT_match,1,584,7.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:179235;R7y:187221,,81589.0,26732.0,25559.0,77901.0,27628.0,31798.0,30.6,7.0,,,
L,19,28,9,1,-9,10,97.2,97.2,21.96,-0.11627,0.92014,0.37394,zhao_uCT_match,1,605,8.0,0.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:186253;R8_unclear:190467,,81049.0,26024.0,25310.0,77651.0,26988.0,31548.0,28.6,7.7,,,
L,19,29,10,1,-10,11,103.42,103.42,23.34,-0.21305,0.89308,0.39626,zhao_uCT_match,1,624,9.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:231323;R7y:205557,,80360.0,25185.0,25009.0,77240.0,26268.0,31190.0,26.8,8.9,,,
L,19,30,11,1,-11,12,109.38,109.38,25.28,-0.29999,0.853,0.42707,zhao_uCT_match,1,642,10.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1}",R8y:168504;R7y:207474,,79738.0,24406.0,24721.0,76881.0,25696.0,30871.0,24.9,10.8,88697,26329,27326
L,19,31,12,1,-12,13,115.84,115.84,27.16,-0.38786,0.80072,0.45652,zhao_uCT_match,1,660,11.0,0.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Tm5b"": 1}",R7p:200293;R8p:179884,,79127.0,23767.0,24470.0,76298.0,25164.0,30620.0,24.7,11.7,89113,25418,28156
L,19,32,13,1,-13,14,123.39,123.39,28.31,-0.48453,0.7351,0.47418,zhao_uCT_match,1,676,12.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:388026;R7y:82664,,78503.0,22922.0,24379.0,75721.0,24542.0,30448.0,24.6,13.6,89779,24771,28806
L,19,33,14,1,-14,15,131.73,131.73,28.42,-0.58536,0.65634,0.476,zhao_uCT_match,1,684,13.0,0.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:27174;R8p:929803,,77675.0,22028.0,24302.0,74938.0,23748.0,30327.0,24.4,14.6,89757,24324,29405
L,19,34,15,1,-15,16,140.01,140.01,27.84,-0.67753,0.56822,0.46699,zhao_uCT_match,1,693,14.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R8y:197943;R7y:205730,,76591.0,21421.0,24339.0,73869.0,23226.0,30307.0,24.5,15.4,89848,24022,30039
