side,hex1,hex2,p,q,h,v,az_deg_left_positive,az_deg_ipsi,el_deg,dir_front,dir_left,dir_up,source,n_fit,zhao_right_lens_row,zhao_p,zhao_q,col_type,col_type_basis,marker_evidence,R7R8_bodyIds,reiser_OL_v1_column_type,pin_distal_x,pin_distal_y,pin_distal_z,pin_proximal_x,pin_proximal_y,pin_proximal_z,pin_dir_az_left_deg,pin_dir_el_deg,lamina_centroid_x,lamina_centroid_y,lamina_centroid_z
R,17,19,0,-1,-2,-1,-61.4,61.4,2.04,0.47842,-0.87741,0.03556,zhao_uCT_match,1,374,-1.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:199862;R7y:224710,yellow,12229.0,37824.0,28707.0,18625.0,35362.0,34954.0,-45.7,-15.4,,,
R,17,20,1,-1,-3,0,-65.45,65.45,3.48,0.41475,-0.90791,0.06068,zhao_uCT_match,1,397,0.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:182140;R7y:170022,yellow,12655.0,36839.0,28165.0,18732.0,34737.0,34498.0,-43.8,-13.5,,,
R,17,21,2,-1,-4,1,-70.03,70.03,4.15,0.34056,-0.93743,0.07242,zhao_uCT_match,1,419,1.0,-2.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:175010;R8p:197760,pale,13240.0,35939.0,27694.0,18674.0,34005.0,34286.0,-39.5,-12.8,,,
R,17,22,3,-1,-5,2,-74.58,74.58,5.58,0.26471,-0.95941,0.09726,zhao_uCT_match,1,444,2.0,-2.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:186930;R8_unclear:174693,unclear,13474.0,34849.0,27294.0,18807.0,33356.0,33869.0,-39.0,-10.0,,,
R,17,23,4,-1,-6,3,-79.28,79.28,7.33,0.18442,-0.97453,0.1276,zhao_uCT_match,1,468,3.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:176307;R7y:210420,yellow,13973.0,33866.0,27058.0,18881.0,32790.0,33603.0,-36.9,-7.5,,,
R,17,24,5,-1,-7,4,-84.26,84.26,8.71,0.0988,-0.98353,0.15138,zhao_uCT_match,1,492,4.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Tm5a"": 1}",R8y:186350;R7y:214653,yellow,14459.0,32996.0,26489.0,18923.0,32077.0,33206.0,-33.6,-6.5,,,
R,17,25,6,-1,-8,5,-89.23,89.23,10.28,0.01322,-0.98387,0.17842,zhao_uCT_match,1,514,5.0,-2.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:210286;R8p:188834,pale,14926.0,32179.0,25986.0,19026.0,31450.0,32714.0,-31.4,-5.3,,,
R,17,26,7,-1,-9,6,-94.37,94.37,12.1,-0.07444,-0.97496,0.20956,zhao_uCT_match,1,534,6.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:188346;R7y:167791,yellow,15504.0,31452.0,25676.0,19197.0,30917.0,32449.0,-28.6,-4.0,,,
R,17,27,8,-1,-10,7,-99.83,99.83,14.5,-0.16529,-0.95394,0.25036,zhao_uCT_match,1,558,7.0,-2.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:178611;R8p:179127,pale,15925.0,30414.0,25311.0,19432.0,30350.0,32105.0,-27.3,-0.5,8045,33402,27112
R,17,28,9,-1,-11,8,-105.18,105.18,16.45,-0.25119,-0.92558,0.28321,zhao_uCT_match,1,578,8.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:145562;R7y:175549,yellow,16600.0,29597.0,25005.0,19738.0,29675.0,31769.0,-24.9,0.6,7760,32591,27442
R,17,29,10,-1,-12,9,-110.58,110.58,18.05,-0.3342,-0.89009,0.30992,zhao_uCT_match,1,597,9.0,-2.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:192345;R7y:155014,yellow,17050.0,28763.0,24748.0,20077.0,28943.0,31626.0,-23.8,1.4,7712,31873,27970
R,17,30,11,-1,-13,10,-117.5,117.5,19.56,-0.43505,-0.83582,0.33487,zhao_uCT_match,1,618,10.0,-2.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:217973;R8p:189510,unclear,17653.0,28146.0,24527.0,20615.0,28347.0,31283.0,-23.7,1.6,7666,30900,28400
R,17,31,12,-1,-14,11,-124.94,124.94,20.4,-0.53684,-0.76834,0.34851,zhao_uCT_match,1,632,11.0,-2.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:166193;R8p:193994,unclear,18219.0,27270.0,24450.0,21223.0,27789.0,30967.0,-24.7,4.1,7514,30197,28910
R,17,32,13,-1,-15,12,-132.3,132.3,20.44,-0.63064,-0.69309,0.34916,zhao_uCT_match,1,645,12.0,-2.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Tm5b"": 1}",R7p:162582;R8p:181022,pale,18950.0,26512.0,24394.0,21806.0,27193.0,30657.0,-24.5,5.7,7000,29716,29713
R,17,33,14,-1,-16,13,-141.29,141.29,18.94,-0.73809,-0.59148,0.32462,zhao_uCT_match,1,653,13.0,-2.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Tm5b"": 1}",R7p:183927;R8p:182716,pale,20045.0,25912.0,24326.0,22465.0,26705.0,30193.0,-22.4,7.1,5919,29402,30573
R,17,34,15,-1,-17,14,-150.25,150.25,18.29,-0.82435,-0.47109,0.3139,extrapolated_local_linear,19,-1,,,unclear,,{},,unclear,21278.0,25354.0,24582.0,23601.0,26289.0,29465.0,-25.4,9.8,5810,29148,31048
R,18,4,-15,0,14,-15,7.89,-7.89,-23.31,0.90971,0.12608,-0.39565,zhao_uCT_match,1,90,-16.0,-1.0,unclear,,{},,unclear,12382.0,47098.0,39091.0,17882.0,43897.0,42196.0,-60.6,-26.9,,,
R,18,5,-14,0,13,-14,0.94,-0.94,-21.4,0.93094,0.01525,-0.36486,zhao_uCT_match,1,103,-15.0,-1.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7R8_unclear:500197;R8_unclear:500040,unclear,11593.0,46731.0,38246.0,17883.0,43112.0,41855.0,-60.2,-26.5,16765,46380,23821
R,18,6,-13,0,12,-13,-4.41,4.41,-19.76,0.93836,-0.07236,-0.338,zhao_uCT_match,1,115,-14.0,-1.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",,unclear,11296.0,46655.0,37364.0,17993.0,42489.0,41334.0,-59.3,-28.2,16271,45851,23428
R,18,7,-12,0,11,-12,-9.5,9.5,-18.02,0.93791,-0.15694,-0.30936,zhao_uCT_match,1,129,-13.0,-1.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R8_unclear:500157,yellow,10979.0,46058.0,36568.0,17932.0,41827.0,40748.0,-59.0,-27.5,15720,45322,23262
R,18,8,-11,0,10,-11,-14.37,14.37,-15.81,0.93207,-0.23873,-0.27248,zhao_uCT_match,1,144,-12.0,-1.0,unclear,,{},R7R8_unclear:500212;R7R8_unclear:500083,unclear,10647.0,45580.0,35833.0,17925.0,41310.0,40082.0,-59.7,-26.9,,,
R,18,9,-10,0,9,-10,-18.7,18.7,-13.53,0.92092,-0.31168,-0.234,zhao_uCT_match,1,165,-11.0,-1.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7R8_unclear:500220;R7R8_unclear:500136,unclear,10651.0,44937.0,35149.0,17845.0,40606.0,39514.0,-58.8,-27.2,,,
R,18,10,-9,0,8,-9,-23.22,23.22,-11.82,0.8995,-0.38595,-0.2048,zhao_uCT_match,1,184,-10.0,-1.0,unclear,,"{""Dm8b"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R7R8_unclear:500123;R8_unclear:500089,yellow,10277.0,44452.0,34430.0,17819.0,40065.0,39036.0,-58.6,-26.4,,,
R,18,11,-8,0,7,-8,-27.52,27.52,-10.16,0.87298,-0.45474,-0.17637,zhao_uCT_match,1,203,-9.0,-1.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7R8_unclear:500171;R7R8_unclear:500224,unclear,10458.0,43656.0,33913.0,17805.0,39486.0,38545.0,-57.8,-25.6,,,
R,18,12,-7,0,6,-7,-31.71,31.71,-8.27,0.84185,-0.52022,-0.14376,zhao_uCT_match,1,225,-8.0,-1.0,unclear,,"{""Dm8b"": 1, ""Tm5a"": 1}",,yellow,10523.0,42943.0,33354.0,17872.0,39113.0,38139.0,-56.9,-23.6,,,
R,18,13,-6,0,5,-6,-35.65,35.65,-6.45,0.80739,-0.57921,-0.11241,zhao_uCT_match,1,248,-7.0,-1.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:232966;R8_unclear:289631,unclear,10294.0,42122.0,32660.0,17843.0,38489.0,37624.0,-56.7,-21.9,11977,42639,24944
R,18,14,-5,0,4,-5,-39.04,39.04,-4.6,0.77415,-0.62789,-0.08025,zhao_uCT_match,1,270,-6.0,-1.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R8_unclear:331446,unclear,10255.0,41584.0,31980.0,17955.0,38051.0,37140.0,-56.2,-20.9,11781,41955,24770
R,18,15,-4,0,3,-4,-42.44,42.44,-2.57,0.7372,-0.67418,-0.04486,zhao_uCT_match,1,293,-5.0,-1.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1, ""Tm5a"": 1}",,yellow,10418.0,40769.0,31360.0,17913.0,37418.0,36753.0,-54.3,-19.9,11387,41569,24737
R,18,16,-3,0,2,-3,-46.24,46.24,-0.7,0.69153,-0.72224,-0.01216,zhao_uCT_match,1,315,-4.0,-1.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:386769;R8_unclear:274238,unclear,10572.0,39953.0,30783.0,17863.0,36566.0,36368.0,-52.5,-20.2,10877,40963,24687
R,18,17,-2,0,1,-2,-49.83,49.83,1.11,0.64497,-0.76397,0.01933,zhao_uCT_match,1,338,-3.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:203264;R7y:291231,yellow,10881.0,38937.0,30326.0,17921.0,36031.0,36043.0,-50.9,-17.8,10304,40344,24616
R,18,18,-1,0,0,-1,-53.63,53.63,2.53,0.59242,-0.80442,0.04416,zhao_uCT_match,1,361,-2.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:249887;R7y:193998,yellow,11082.0,38102.0,29807.0,18039.0,35440.0,35736.0,-49.6,-16.2,9972,39584,24619
R,18,19,0,0,-1,0,-57.48,57.48,3.8,0.53646,-0.84133,0.06623,zhao_uCT_match,1,384,-1.0,-1.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:198478;R8p:186297,pale,11458.0,37134.0,29257.0,18161.0,34984.0,35332.0,-47.8,-13.4,9829,38844,24941
R,18,20,1,0,-2,1,-61.46,61.46,4.86,0.47601,-0.87535,0.08474,zhao_uCT_match,1,408,0.0,-1.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:220987;R8p:232415,pale,11715.0,36152.0,28709.0,18211.0,34224.0,34952.0,-46.1,-12.1,,,
R,18,21,2,0,-3,2,-65.64,65.64,6.06,0.41023,-0.90585,0.10556,zhao_uCT_match,1,431,1.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:220920;R7y:229910,yellow,12260.0,35346.0,28318.0,18226.0,33459.0,34712.0,-43.0,-12.2,,,
R,18,22,3,0,-4,3,-70.28,70.28,7.43,0.33464,-0.93342,0.1294,zhao_uCT_match,1,455,2.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:179268;R7y:179692,yellow,12754.0,34328.0,28011.0,18351.0,32970.0,34408.0,-41.2,-9.1,,,
R,18,23,4,0,-5,4,-75.09,75.09,9.63,0.25375,-0.95271,0.1672,zhao_uCT_match,1,480,3.0,-1.0,pale?,Dm8b/Tm5b home,"{""Tm5b"": 1}",R7_unclear:156216;R8_unclear:187630,unclear,13202.0,33351.0,27619.0,18527.0,32289.0,33960.0,-40.0,-7.3,,,
R,18,24,5,0,-6,5,-79.92,79.92,11.36,0.17162,-0.96528,0.19691,zhao_uCT_match,1,503,4.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1}",R8y:182027;R7y:219773,yellow,13664.0,32392.0,27128.0,18642.0,31710.0,33686.0,-37.2,-4.7,,,
R,18,25,6,0,-7,6,-85.13,85.13,12.76,0.08285,-0.97179,0.22083,zhao_uCT_match,1,526,5.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R8y:192346;R7y:208565,yellow,14361.0,31696.0,26751.0,18776.0,31016.0,33251.0,-34.2,-4.9,,,
R,18,26,7,0,-8,7,-90.49,90.49,14.55,-0.0082,-0.96791,0.25115,zhao_uCT_match,1,547,6.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:553949;R7y:210031,yellow,14946.0,30856.0,26238.0,18844.0,30300.0,32940.0,-30.2,-4.1,,,
R,18,27,8,0,-9,8,-95.64,95.64,16.91,-0.09403,-0.95211,0.29093,zhao_uCT_match,1,572,7.0,-1.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:187448;R8p:183922,unclear,15504.0,29976.0,25993.0,19070.0,29701.0,32565.0,-28.5,-2.1,8348,32820,27027
R,18,28,9,0,-10,9,-101.39,101.39,19.03,-0.18665,-0.92676,0.32601,zhao_uCT_match,1,592,8.0,-1.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Tm5b"": 1}",R7p:192036;R8p:175453,pale,16109.0,29100.0,25670.0,19380.0,29042.0,32197.0,-26.6,-0.5,7851,32065,27223
R,18,29,10,0,-11,10,-107.04,107.04,20.88,-0.27378,-0.89333,0.35638,zhao_uCT_match,1,611,9.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:189816;R7y:175143,yellow,16435.0,28179.0,25236.0,19710.0,28548.0,31829.0,-26.4,2.9,7697,31421,27588
R,18,30,11,0,-12,11,-113.03,113.03,22.79,-0.3606,-0.84849,0.38735,zhao_uCT_match,1,631,10.0,-1.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:192249;R7y:170084,yellow,17029.0,27478.0,25054.0,20066.0,27817.0,31657.0,-24.7,2.7,7601,30687,27843
R,18,31,12,0,-13,12,-120.17,120.17,23.99,-0.4592,-0.78985,0.40652,zhao_uCT_match,1,648,11.0,-1.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Tm5b"": 1}",R7p:175019;R8p:206335,unclear,17645.0,26693.0,24839.0,20730.0,27413.0,31231.0,-25.8,5.8,7687,29657,28847
R,18,32,13,0,-14,13,-127.94,127.94,24.58,-0.55915,-0.71721,0.41589,zhao_uCT_match,1,661,12.0,-1.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:162503;R8p:188850,pale,18372.0,25960.0,24747.0,21288.0,26670.0,30989.0,-25.0,5.9,7195,29180,29368
R,18,33,14,0,-15,14,-135.73,135.73,23.91,-0.65463,-0.63815,0.40524,zhao_uCT_match,1,671,13.0,-1.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:59034;R8p:142619,pale,19407.0,25172.0,24735.0,22022.0,26062.0,30674.0,-23.8,7.8,6058,28812,30358
R,18,34,15,0,-16,15,-144.35,144.35,22.41,-0.75118,-0.53886,0.38126,zhao_uCT_match,1,674,14.0,-1.0,DRA,R7d/R8d,"{""R7d"": 1, ""R8d"": 1, ""MeTu2a"": 1}",R7d:154123;R8d:154850,DRA,20524.0,24715.0,24740.0,23037.0,25911.0,29983.0,-25.6,11.6,5917,28421,31013
R,19,4,-15,1,15,-14,10.41,-10.41,-20.83,0.91923,0.16893,-0.35563,extrapolated_local_linear,18,-1,,,unclear,,{},,unclear,12309.0,47013.0,39621.0,17490.0,44187.0,42386.0,-61.9,-25.7,,,
R,19,5,-14,1,14,-13,5.04,-5.04,-18.29,0.94579,0.08346,-0.31388,zhao_uCT_match,1,116,-15.0,0.0,unclear,,{},R7_unclear:500331;R8_unclear:500038,unclear,11280.0,46114.0,39208.0,17055.0,42718.0,42202.0,-62.6,-27.6,16922,45722,23420
R,19,6,-13,1,13,-12,-0.9,0.9,-17.41,0.95406,-0.015,-0.29925,zhao_uCT_match,1,125,-14.0,0.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1, ""Tm5a"": 1}",R7_unclear:500151;R8_unclear:500049,yellow,10755.0,45939.0,38088.0,17215.0,42023.0,41648.0,-61.1,-28.0,16367,45224,23622
R,19,7,-12,1,12,-11,-5.98,5.98,-15.53,0.95824,-0.10042,-0.26774,zhao_uCT_match,1,141,-13.0,0.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7R8_unclear:500164;R7R8_unclear:500302,unclear,10325.0,45509.0,37230.0,17280.0,41374.0,41205.0,-60.3,-27.3,16005,44702,23318
R,19,8,-11,1,11,-10,-10.93,10.93,-13.59,0.95437,-0.1843,-0.23498,zhao_uCT_match,1,158,-12.0,0.0,unclear,,"{""Dm8b"": 1, ""Tm5a"": 1, ""Tm5b"": 1}",R7R8_unclear:500296;R7R8_unclear:500115,unclear,9891.0,45010.0,36388.0,17328.0,40803.0,40648.0,-60.2,-26.1,,,
R,19,9,-10,1,10,-9,-15.3,15.3,-11.4,0.94553,-0.25864,-0.19767,zhao_uCT_match,1,176,-11.0,0.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1, ""Tm5a"": 1}",R7R8_unclear:500160;R7R8_unclear:500274,yellow,9923.0,44354.0,35771.0,17159.0,40249.0,40006.0,-59.7,-26.1,,,
R,19,10,-9,1,9,-8,-19.57,19.57,-9.23,0.93005,-0.33057,-0.1604,zhao_uCT_match,1,194,-10.0,0.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1, ""Tm5a"": 1}",R7R8_unclear:500303;R7R8_unclear:500309,yellow,9910.0,43570.0,35295.0,17177.0,39779.0,39487.0,-60.0,-24.3,,,
R,19,11,-8,1,8,-7,-23.51,23.51,-7.44,0.90928,-0.39554,-0.12943,zhao_uCT_match,1,215,-9.0,0.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7R8_unclear:397834;R7R8_unclear:500270,unclear,9626.0,43106.0,34362.0,17211.0,39141.0,38978.0,-58.7,-24.1,,,
R,19,12,-7,1,7,-6,-27.54,27.54,-5.79,0.88213,-0.46008,-0.10084,zhao_uCT_match,1,236,-8.0,0.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1, ""Tm5a"": 1}",R7R8_unclear:500299;R7R8_unclear:500310,yellow,9813.0,42413.0,33879.0,17188.0,38568.0,38527.0,-57.8,-23.8,,,
R,19,13,-6,1,6,-5,-31.84,31.84,-4.08,0.8474,-0.52616,-0.07117,zhao_uCT_match,1,259,-7.0,0.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1, ""Tm5a"": 1}",R7_unclear:500131;R8_unclear:500235,yellow,9779.0,41674.0,33346.0,17174.0,38094.0,38050.0,-57.5,-22.2,,,
R,19,14,-5,1,5,-4,-35.61,35.61,-2.35,0.81229,-0.58182,-0.04094,zhao_uCT_match,1,281,-6.0,0.0,yellow?,Dm8a/Tm5a home,"{""Dm8a"": 1, ""Tm5a"": 1}",R7_unclear:500148;R8_unclear:500144,yellow,9608.0,40897.0,32400.0,17307.0,37645.0,37630.0,-55.8,-19.3,11995,40987,24635
R,19,15,-4,1,4,-3,-38.93,38.93,-0.31,0.77793,-0.62833,-0.00539,zhao_uCT_match,1,302,-5.0,0.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R8_unclear:352775,unclear,9630.0,39954.0,31684.0,17322.0,37002.0,37198.0,-54.4,-17.3,11547,40689,24722
R,19,16,-3,1,3,-2,-42.25,42.25,1.63,0.73992,-0.6721,0.02845,zhao_uCT_match,1,326,-4.0,0.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:234811;R8p:415439,unclear,9877.0,39172.0,31230.0,17318.0,36273.0,36732.0,-53.5,-17.4,11011,40070,24687
R,19,17,-2,1,2,-1,-45.85,45.85,3.17,0.69545,-0.71644,0.05537,zhao_uCT_match,1,348,-3.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:324065;R7y:500007,yellow,10019.0,38315.0,30675.0,17461.0,35608.0,36347.0,-52.7,-16.1,10519,39531,24341
R,19,18,-1,1,1,0,-49.7,49.7,4.25,0.64494,-0.76062,0.07414,zhao_uCT_match,1,371,-2.0,0.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:255309;R8_unclear:197723,unclear,10256.0,37292.0,30231.0,17484.0,34884.0,36041.0,-51.2,-14.6,10195,38924,24329
R,19,19,0,1,0,1,-53.57,53.57,5.33,0.5913,-0.80109,0.09287,zhao_uCT_match,1,394,-1.0,0.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:205233;R8p:226473,unclear,10683.0,36562.0,29825.0,17650.0,34421.0,35737.0,-49.7,-13.2,10040,37829,24712
R,19,20,1,1,-1,2,-57.45,57.45,6.76,0.53428,-0.83706,0.11777,zhao_uCT_match,1,418,0.0,0.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:150634;R8p:217458,unclear,10978.0,35597.0,29364.0,17713.0,33596.0,35383.0,-48.2,-12.5,,,
R,19,21,2,1,-2,3,-61.65,61.65,8.31,0.4699,-0.87081,0.14451,zhao_uCT_match,1,443,1.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:188577;R7y:169341,yellow,11514.0,34610.0,29014.0,17845.0,33061.0,35118.0,-46.0,-10.0,,,
R,19,22,3,1,-3,4,-66.38,66.38,9.66,0.39501,-0.90322,0.16779,zhao_uCT_match,1,466,2.0,0.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1}",R7_unclear:217195;R8_unclear:253492,unclear,12008.0,33891.0,28497.0,18023.0,32483.0,34729.0,-44.0,-9.2,,,
R,19,23,4,1,-4,5,-71.17,71.17,11.49,0.31636,-0.92748,0.19924,zhao_uCT_match,1,491,3.0,0.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:190447;R8_unclear:195849,unclear,12349.0,32876.0,28076.0,18162.0,31687.0,34398.0,-42.6,-7.9,,,
R,19,24,5,1,-5,6,-75.83,75.83,13.72,0.23777,-0.94192,0.23719,zhao_uCT_match,1,515,4.0,0.0,pale?,Dm8b/Tm5b home,"{""Dm8b"": 1, ""Tm5b"": 1}",R7_unclear:169550;R8_unclear:171728,unclear,13048.0,31875.0,27831.0,18359.0,31138.0,34028.0,-40.6,-5.2,,,
R,19,25,6,1,-6,7,-80.77,80.77,15.35,0.15472,-0.95182,0.26475,zhao_uCT_match,1,539,5.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:179198;R7y:234040,yellow,13561.0,31088.0,27264.0,18519.0,30499.0,33760.0,-37.4,-4.1,,,
R,19,26,7,1,-7,8,-86.21,86.21,17.19,0.06312,-0.95326,0.2955,zhao_uCT_match,1,560,6.0,0.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:168855;R8p:178850,pale,14373.0,30217.0,26981.0,18653.0,29871.0,33267.0,-34.3,-2.6,,,
R,19,27,8,1,-8,9,-91.41,91.41,19.88,-0.02315,-0.94012,0.34006,zhao_uCT_match,1,584,7.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:219022;R7y:152555,yellow,14993.0,29409.0,26611.0,18797.0,29189.0,32953.0,-31.0,-1.7,,,
R,19,28,9,1,-9,10,-97.2,97.2,21.96,-0.11627,-0.92014,0.37394,zhao_uCT_match,1,605,8.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1, ""Dm8a"": 1, ""Tm5a"": 1}",R8y:201400;R7y:188670,yellow,15495.0,28618.0,26111.0,19059.0,28604.0,32574.0,-28.9,-0.1,8214,31442,27055
R,19,29,10,1,-10,11,-103.42,103.42,23.34,-0.21305,-0.89308,0.39626,zhao_uCT_match,1,624,9.0,0.0,yellow,R7,"{""R7y"": 1, ""R8y"": 1}",R8y:196584;R7y:186328,yellow,15994.0,27663.0,25855.0,19387.0,28051.0,32239.0,-28.0,3.1,7870,30844,27303
R,19,30,11,1,-11,12,-109.38,109.38,25.28,-0.29999,-0.853,0.42707,zhao_uCT_match,1,642,10.0,0.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1, ""Tm5b"": 1}",R7p:182510;R8p:154811,pale,16541.0,26923.0,25517.0,19746.0,27521.0,31915.0,-26.6,4.8,7746,30102,28135
R,19,31,12,1,-12,13,-115.84,115.84,27.16,-0.38786,-0.80072,0.45652,zhao_uCT_match,1,660,11.0,0.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:173995;R8p:181827,pale,17165.0,26091.0,25222.0,20312.0,26901.0,31585.0,-26.3,6.5,7723,29411,28342
R,19,32,13,1,-13,14,-123.39,123.39,28.31,-0.48453,-0.7351,0.47418,zhao_uCT_match,1,676,12.0,0.0,unclear,,{},R7_unclear:202313;R8_unclear:192419,unclear,18078.0,25328.0,25153.0,20927.0,26271.0,31244.0,-25.1,8.0,6498,28526,29329
R,19,33,14,1,-14,15,-131.73,131.73,28.42,-0.58536,-0.65634,0.476,zhao_uCT_match,1,684,13.0,0.0,pale,R7,"{""R7p"": 1, ""R8p"": 1, ""Dm8b"": 1}",R7p:192290;R8p:178554,pale,18960.0,24556.0,25166.0,21628.0,25670.0,30980.0,-24.7,9.9,6194,28151,30123
R,19,34,15,1,-15,16,-140.01,140.01,27.84,-0.67753,-0.56822,0.46699,zhao_uCT_match,1,693,14.0,0.0,pale,R7,"{""R7p"": 1, ""R8p"": 1}",R7p:190071;R8p:186546,pale,19870.0,23905.0,25203.0,22574.0,25238.0,30439.0,-27.3,12.7,6366,27850,30660
