side,hex1,hex2,az_deg_ipsi,el_deg,dir_front,dir_left,dir_up,source
R,32,33,65.12,69.65,0.14631,-0.31552,0.93757,zhao_uCT_match
R,32,34,78.03,72.69,0.06172,-0.2911,0.9547,zhao_uCT_match
R,32,35,96.33,75.13,-0.02829,-0.25499,0.96653,zhao_uCT_match
R,32,36,119.98,76.58,-0.11602,-0.20107,0.97268,zhao_uCT_match
R,32,37,143.75,75.98,-0.19532,-0.14322,0.97023,zhao_uCT_match
R,32,38,161.62,74.53,-0.25318,-0.08414,0.96375,zhao_uCT_match
R,33,19,-7.75,26.46,0.88711,0.12069,0.44551,extrapolated_local_linear
R,33,20,-5.44,28.06,0.87851,0.08374,0.47033,zhao_uCT_match
R,33,21,-1.19,32.31,0.84496,0.01752,0.53454,zhao_uCT_match
R,33,22,2.29,35.43,0.81413,-0.03257,0.57977,zhao_uCT_match
R,33,23,5.86,38.48,0.77871,-0.07991,0.62227,zhao_uCT_match
R,33,24,9.38,41.94,0.73385,-0.12118,0.66842,zhao_uCT_match
R,33,25,13.02,45.29,0.68545,-0.1585,0.71066,zhao_uCT_match
R,33,26,16.27,48.77,0.63264,-0.1846,0.75213,zhao_uCT_match
R,33,27,20.28,52.44,0.57181,-0.21132,0.7927,zhao_uCT_match
R,33,28,24.19,55.8,0.51269,-0.23035,0.8271,zhao_uCT_match
R,33,29,29.1,59.32,0.44585,-0.24821,0.86,zhao_uCT_match
R,33,30,34.79,62.56,0.37845,-0.26295,0.88749,zhao_uCT_match
R,33,31,40.19,65.32,0.31903,-0.26949,0.90862,zhao_uCT_match
R,33,32,45.32,68.2,0.26108,-0.26401,0.92851,zhao_uCT_match
R,33,33,53.45,72.0,0.18406,-0.24828,0.95104,zhao_uCT_match
R,33,34,67.0,76.2,0.09319,-0.2195,0.97115,zhao_uCT_match
R,33,35,88.09,79.54,0.00604,-0.18139,0.98339,zhao_uCT_match
R,33,36,121.6,81.27,-0.07956,-0.12935,0.9884,zhao_uCT_match
R,33,37,154.14,80.12,-0.15444,-0.07485,0.98516,zhao_uCT_match
R,33,38,173.38,77.14,-0.22115,-0.02568,0.9749,zhao_uCT_match
R,34,21,-4.93,32.62,0.83913,0.07233,0.53909,zhao_uCT_match
R,34,22,-4.36,36.84,0.79801,0.06078,0.59957,zhao_uCT_match
R,34,23,-1.09,38.46,0.78295,0.01488,0.62191,zhao_uCT_match
R,34,24,2.42,42.17,0.74053,-0.03128,0.67129,zhao_uCT_match
R,34,25,5.73,45.75,0.69429,-0.06973,0.71631,zhao_uCT_match
R,34,26,8.93,49.23,0.64514,-0.10132,0.75732,zhao_uCT_match
R,34,27,12.47,53.53,0.58043,-0.12833,0.80413,zhao_uCT_match
R,34,28,16.63,57.33,0.51716,-0.15446,0.84184,zhao_uCT_match
R,34,29,20.53,60.48,0.4614,-0.17279,0.8702,zhao_uCT_match
R,34,30,24.56,63.82,0.40122,-0.18335,0.89744,zhao_uCT_match
R,34,31,29.36,66.98,0.34077,-0.19172,0.92039,zhao_uCT_match
R,34,32,34.3,70.4,0.27713,-0.18906,0.94205,zhao_uCT_match
R,34,33,40.33,74.52,0.20344,-0.17272,0.96373,zhao_uCT_match
R,34,34,49.89,79.53,0.11704,-0.13893,0.98336,zhao_uCT_match
R,34,35,72.67,84.0,0.03114,-0.09977,0.99452,zhao_uCT_match
R,34,36,139.96,85.84,-0.05552,-0.04666,0.99737,zhao_uCT_match
R,34,37,-173.48,82.3,-0.13317,0.01521,0.99098,zhao_uCT_match
R,34,38,-165.82,79.92,-0.16964,0.04286,0.98457,zhao_uCT_match
R,35,23,-7.65,39.25,0.7675,0.10311,0.63271,extrapolated_local_linear
R,35,24,-5.23,42.18,0.73792,0.06754,0.6715,zhao_uCT_match
R,35,25,-2.78,46.05,0.69323,0.03366,0.71993,zhao_uCT_match
R,35,26,0.76,49.59,0.64824,-0.00856,0.76138,zhao_uCT_match
R,35,27,3.3,53.33,0.59616,-0.03435,0.80213,zhao_uCT_match
R,35,28,7.06,57.81,0.52873,-0.06549,0.84626,zhao_uCT_match
R,35,29,10.56,61.74,0.4655,-0.08674,0.88079,zhao_uCT_match
R,35,30,13.22,65.12,0.40962,-0.0962,0.90717,zhao_uCT_match
R,35,31,16.99,68.7,0.34748,-0.10615,0.93166,zhao_uCT_match
R,35,32,20.81,72.2,0.28574,-0.10859,0.95213,zhao_uCT_match
R,35,33,22.7,76.55,0.21463,-0.08978,0.97256,zhao_uCT_match
R,35,34,23.58,81.67,0.13284,-0.05799,0.98944,zhao_uCT_match
R,35,35,19.9,86.64,0.05517,-0.01997,0.99828,zhao_uCT_match
R,35,36,-142.72,86.44,-0.0494,0.03761,0.99807,zhao_uCT_match
R,36,26,-5.92,49.84,0.64152,0.0665,0.76422,zhao_uCT_match
R,36,27,-6.58,52.96,0.59846,0.06901,0.79818,zhao_uCT_match
R,36,28,-2.73,57.0,0.54398,0.02595,0.8387,zhao_uCT_match
R,36,29,-0.4,61.36,0.47935,0.00335,0.87762,zhao_uCT_match
R,36,30,1.15,65.53,0.41419,-0.00831,0.91015,zhao_uCT_match
R,36,31,3.31,69.39,0.35134,-0.0203,0.93603,zhao_uCT_match
R,36,32,5.52,73.14,0.28869,-0.02788,0.95702,zhao_uCT_match
R,36,33,3.58,77.48,0.2163,-0.01355,0.97623,zhao_uCT_match
R,36,34,-16.95,81.45,0.14226,0.04336,0.98888,zhao_uCT_match
R,36,35,-40.78,84.73,0.06957,0.06001,0.99577,zhao_uCT_match
